-------------------------当前TTI1----------------------------------
Id 距离     平均吞吐量     总比特数
10   51.1957    54.9491      18.488
11   33.6155    51.7974      18.534
13   66.7533    48.8994      18.239
14   33.2415    42.1664      18.738
-------------------------当前TTI375----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.1903      24.786
2   69.6419    66.3765      24.737
3   37.108    65.907      24.882
5   69.2315    63.5489      24.815
7   72.2496    67.0029      25.127
8   52.469    68.071      24.458
10   51.1957    56.0542      18.554
11   33.6155    51.3177      18.581
13   66.7533    48.0095      18.279
14   33.2415    42.3498      18.782
-------------------------当前TTI376----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4713      24.855
2   69.6419    67.2388      24.812
3   37.108    64.7163      24.936
5   69.2315    63.194      24.875
7   72.2496    67.4026      25.198
8   52.469    68.0639      24.526
10   51.1957    56.1488      18.611
11   33.6155    50.2859      18.622
13   66.7533    47.8086      18.325
14   33.2415    43.6148      18.837
-------------------------当前TTI377----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0242      24.917
2   69.6419    67.1149      24.878
3   37.108    65.2447      25.006
5   69.2315    64.3746      24.95
7   72.2496    68.5623      25.277
8   52.469    65.6575      24.57
10   51.1957    55.8339      18.664
11   33.6155    50.5573      18.675
13   66.7533    47.7277      18.372
14   33.2415    43.7533      18.882
-------------------------当前TTI378----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.1218      24.974
2   69.6419    68.3034      24.957
3   37.108    65.0202      25.069
5   69.2315    64.0371      25.011
7   72.2496    68.7061      25.347
8   52.469    65.8918      24.638
10   51.1957    54.8505      18.71
11   33.6155    50.5016      18.725
13   66.7533    48.5549      18.428
14   33.2415    43.978      18.928
-------------------------当前TTI379----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0096      25.048
2   69.6419    68.5731      25.028
3   37.108    63.8182      25.122
5   69.2315    61.3334      25.048
7   72.2496    68.7355      25.416
8   52.469    68.6026      24.731
10   51.1957    53.9654      18.756
11   33.6155    49.8514      18.769
13   66.7533    48.4994      18.476
14   33.2415    45.4802      18.987
-------------------------当前TTI380----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8086      25.132
2   69.6419    66.3158      25.074
3   37.108    64.3364      25.191
5   69.2315    61.1001      25.107
7   72.2496    68.362      25.481
8   52.469    69.2423      24.806
10   51.1957    53.2689      18.803
11   33.6155    49.4663      18.815
13   66.7533    48.8495      18.528
14   33.2415    46.1322      19.039
-------------------------当前TTI381----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.4277      25.196
2   69.6419    65.0842      25.128
3   37.108    65.9028      25.271
5   69.2315    60.8901      25.166
7   72.2496    68.9258      25.555
8   52.469    68.8181      24.871
10   51.1957    53.442      18.858
11   33.6155    49.4197      18.864
13   66.7533    49.3646      18.582
14   33.2415    45.519      19.079
-------------------------当前TTI382----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0849      25.26
2   69.6419    65.5758      25.198
3   37.108    65.7125      25.335
5   69.2315    61.0011      25.228
7   72.2496    68.2332      25.617
8   52.469    69.4363      24.946
10   51.1957    53.5978      18.913
11   33.6155    50.0777      18.92
13   66.7533    51.0281      18.648
14   33.2415    43.0671      19.1
-------------------------当前TTI383----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.4764      25.311
2   69.6419    66.8182      25.276
3   37.108    66.0413      25.404
5   69.2315    61.601      25.295
7   72.2496    68.9099      25.692
8   52.469    68.1927      25.003
10   51.1957    54.038      18.971
11   33.6155    51.5699      18.985
13   66.7533    49.7253      18.686
14   33.2415    42.5604      19.138
-------------------------当前TTI384----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.4288      25.376
2   69.6419    66.7364      25.342
3   37.108    66.2372      25.472
5   69.2315    62.7409      25.368
7   72.2496    69.2189      25.764
8   52.469    66.6734      25.056
10   51.1957    51.6342      19.001
11   33.6155    51.4129      19.035
13   66.7533    48.6528      18.725
14   33.2415    46.2044      19.217
-------------------------当前TTI385----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9859      25.447
2   69.6419    67.2628      25.414
3   37.108    65.2135      25.528
5   69.2315    63.9668      25.443
7   72.2496    68.697      25.828
8   52.469    66.0061      25.116
10   51.1957    51.3708      19.05
11   33.6155    51.7716      19.09
13   66.7533    49.4875      18.782
14   33.2415    45.284      19.254
-------------------------当前TTI386----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.9873      25.523
2   69.6419    67.4365      25.483
3   37.108    63.9921      25.581
5   69.2315    63.2701      25.5
7   72.2496    70.1273      25.911
8   52.469    65.3055      25.175
10   51.1957    51.6337      19.104
11   33.6155    52.9944      19.154
13   66.7533    49.7388      18.834
14   33.2415    43.5556      19.282
-------------------------当前TTI387----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.1886      25.572
2   69.6419    65.6928      25.533
3   37.108    67.4929      25.68
5   69.2315    66.0431      25.591
7   72.2496    68.7146      25.967
8   52.469    63.975      25.227
10   51.1957    51.7703      19.157
11   33.6155    53.095      19.208
13   66.7533    49.4649      18.881
14   33.2415    43.5      19.325
-------------------------当前TTI388----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.5697      25.651
2   69.6419    66.5235      25.607
3   37.108    65.2436      25.725
5   69.2315    65.3388      25.65
7   72.2496    69.3431      26.042
8   52.469    63.9775      25.291
10   51.1957    51.7933      19.209
11   33.6155    50.3855      19.234
13   66.7533    49.2184      18.928
14   33.2415    46.45      19.398
-------------------------当前TTI389----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.7127      25.709
2   69.6419    65.4711      25.663
3   37.108    67.1192      25.809
5   69.2315    66.5049      25.727
7   72.2496    68.7088      26.105
8   52.469    63.4797      25.35
10   51.1957    53.814      19.281
11   33.6155    50.647      19.287
13   66.7533    47.9966      18.965
14   33.2415    45.405      19.434
-------------------------当前TTI390----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8414      25.776
2   69.6419    66.324      25.737
3   37.108    66.1073      25.866
5   69.2315    67.6544      25.805
7   72.2496    68.6379      26.173
8   52.469    62.3317      25.402
10   51.1957    53.0326      19.327
11   33.6155    50.7823      19.339
13   66.7533    47.7969      19.011
14   33.2415    46.2645      19.488
-------------------------当前TTI391----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.6573      25.85
2   69.6419    67.2916      25.813
3   37.108    64.2966      25.914
5   69.2315    68.189      25.878
7   72.2496    69.6741      26.252
8   52.469    60.6985      25.448
10   51.1957    52.6293      19.376
11   33.6155    51.5041      19.397
13   66.7533    48.9172      19.07
14   33.2415    44.8381      19.52
-------------------------当前TTI392----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.7916      25.918
2   69.6419    67.1624      25.879
3   37.108    64.3669      25.979
5   69.2315    68.3701      25.948
7   72.2496    69.9067      26.324
8   52.469    60.3287      25.505
10   51.1957    52.4664      19.427
11   33.6155    50.9537      19.443
13   66.7533    48.5255      19.115
14   33.2415    45.9543      19.576
-------------------------当前TTI393----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.2124      25.979
2   69.6419    67.9462      25.954
3   37.108    64.1302      26.041
5   69.2315    68.7331      26.02
7   72.2496    69.316      26.388
8   52.469    60.5958      25.568
10   51.1957    53.9198      19.494
11   33.6155    52.0583      19.505
13   66.7533    49.173      19.17
14   33.2415    42.8589      19.591
-------------------------当前TTI394----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.2912      26.046
2   69.6419    68.8516      26.031
3   37.108    63.1172      26.095
5   69.2315    68.9598      26.091
7   72.2496    69.5844      26.46
8   52.469    60.0362      25.623
10   51.1957    52.7278      19.536
11   33.6155    52.8525      19.565
13   66.7533    49.0557      19.218
14   33.2415    43.373      19.639
-------------------------当前TTI395----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8621      26.128
2   69.6419    67.6664      26.088
3   37.108    62.7055      26.154
5   69.2315    67.4638      26.145
7   72.2496    70.226      26.536
8   52.469    60.9326      25.692
10   51.1957    50.955      19.571
11   33.6155    51.8672      19.608
13   66.7533    49.4501      19.271
14   33.2415    45.6357      19.705
-------------------------当前TTI396----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.0759      26.208
2   69.6419    65.8998      26.138
3   37.108    63.3349      26.223
5   69.2315    68.2174      26.22
7   72.2496    71.1034      26.615
8   52.469    59.2393      25.736
10   51.1957    53.6595      19.649
11   33.6155    52.0805      19.662
13   66.7533    48.1051      19.307
14   33.2415    43.9721      19.734
-------------------------当前TTI397----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.5683      26.282
2   69.6419    64.5098      26.19
3   37.108    64.3014      26.296
5   69.2315    67.1957      26.278
7   72.2496    68.4931      26.66
8   52.469    62.8154      25.831
10   51.1957    53.8936      19.705
11   33.6155    51.4725      19.708
13   66.7533    47.7946      19.352
14   33.2415    44.7749      19.786
-------------------------当前TTI398----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.5115      26.351
2   69.6419    63.2588      26.242
3   37.108    65.6713      26.374
5   69.2315    66.6761      26.34
7   72.2496    68.2438      26.726
8   52.469    63.6339      25.902
10   51.1957    53.0042      19.75
11   33.6155    51.9252      19.764
